;title;author;published_date;published_date_precision;link;clean_url;excerpt;summary;rights;rank;topic;country;language;authors;media;is_opinion;twitter_account;_score;_id
0;Learn Python programming in 113 hours with this $40 bundle;Stack Commerce;2022-10-12 14:55:38;full;https://www.engadget.com/2023-premium-python-programming-mega-certification-bundle-deal-sale-145538427.html;engadget.com;This 14-part collection offers lessons on numerous Python implementations, including machine learning, data science and app development..;"When choosing your first programming language, one thing you should consider is the type of projects you want to work on, whether that's web development or automation. But if you're not sure which to specialize in, picking up a versatile language like Python can give you flexibility when exploring the fields you enjoy most.
However, learning a coding language can be challenging without a structured study plan. The 2023 Premium Python Programming Mega Certification Bundle has 14 courses led by experienced developers that can teach you beginner to advanced skills, and it's on sale for $40.";engadget.com;321;news;US;en;Stack Commerce;https://s.yimg.com/os/creatr-uploaded-images/2022-10/077c5240-48b2-11ed-9eff-86e0a504ce73;False;`Engadget`;20.26154;54f5a9e27c96f17f76997c97676ee332
1;$300 Gig Excel Hyperlinks and Python;Yancy Dennis;2022-10-10 16:27:13;full;https://medium.com/@dennisyd/300-gig-excel-hyperlinks-and-python-72d0609db27c;medium.com;Extracting the hidden hyperlinks from your Excel;Extracting the hidden hyperlinks from your ExcelWhen reading a file using Pandas, you may have hyperlinks. However, if you do the normal:You will not the hyperlinked information back. I needed the actual links to perform a web search for specific companies on https://safer.fmcsa.dot.govSo, the first step was to read in the Excel file as usual:;plainenglish.io;51;entertainment;US;en;Yancy Dennis,https://medium.com/@dennisyd;https://miro.medium.com/max/974/1*ABhBMrI1NCzP3liXWfSE_A.png;False;@Medium;18.422554;de04f48ae718f06b3009ae2eca7e514b
2;Man accused of smuggling three python snakes in his trousers across US border;ter;2022-10-07 12:13:55;full;https://www.mirror.co.uk/news/us-news/man-accused-smuggling-three-python-28177687;mirror.co.uk;"A man has been charged after it was alledged he tried to smuggle three Burmese pythons ""in his pants as he rode on a bus that crossed the US-Canadian border"". Calvin Bautista, 36, was arraigned in…";"A man has been charged after it was alledged he tried to smuggle three Burmese pythons ""in his pants as he rode on a bus that crossed the US-Canadian border"". Calvin Bautista, 36, was arraigned in court on TuesdayA man from New York tried to smuggle the snakes ""in his pants"", officials claimA man has been charged after allegedly attempting to smuggle three Burmese pythons across a border hidden in his trousers, officials claim. New York's Calvin Bautista, 36, is alleged to have brought across three of the snake species on a bus into New York on July 15, 2018.";Reach PLC 2022;447;news;GB;en;Benjamin Lynch,Swns,mirrornews@mirror.co.uk,ter;https://i2-prod.mirror.co.uk/incoming/article28178489.ece/ALTERNATES/s1200/0_Python-portrait.jpg;False;@DailyMirror;18.35312;79f95057a3549a4b071e723b1a544fd3
3;Review: MONTY PYTHON'S SPAMALOT at Arizona Broadway Theatre;Herbert Paine;2022-10-10 05:30:00;timezone unknown;https://www.broadwayworld.com/phoenix/article/Review-MONTY-PYTHONS-SPAMALOT-at-Arizona-Broadway-Theatre-20221009;broadwayworld.com;The joyful frolics of MONTY PYTHON'S SPAMALOT are on stage in full armor at Arizona Broadway Theatre through November 5th.;BroadwayWorld/Phoenix is again delighted to welcome David Appleford as a guest contributor to its pages ~ as always, featuring his distinctive, well-balanced, and intelligent perspective on theatre. In this case, he shines the light on Arizona Broadway Theatre's production of MONTY PYTHON'S SPAMALOT.Here now ~ From the keyboard of David Appleford:The funny thing about Monty Python's Flying Circus is this: If PBS had never aired the irreverent late-night British TV series after its run ended on the BBC, there would be no Monty Python movies.;broadwayworld.com;2460;news;US;en;Herbert Paine;https://cloudimages.broadwayworld.com/columnpiccloud/1250-bfd85f2f41e1820fd648354f5f1070f2.jpg;False;@broadwayworld;18.253983;247d6214d56f7019bde2996c1d3f3624
4;How to Create a Simple Alarm Clock in Python;Sharlene Khan;2022-10-10 19:30:14;full;https://www.makeuseof.com/python-alarm-clock-simple-create/;makeuseof.com;If you're a Python beginner, this simple alarm clock is an excellent practical introduction.;"If you're a Python beginner, this simple alarm clock is an excellent practical introduction. 
There are lots of exercises you could use to strengthen your Python skills. One of these exercises is an alarm clock, which you can write as a single script file. You can also run it using a command prompt. In the alarm clock script, the user needs to set the time they would like the alarm to go off. The Python script will then display a ""Wake up"" message to the user when the alarm goes off. You can also add a countdown to show the user how long they have to wait until the alarm goes off.";makeuseof.com;1483;news;CA;en;Sharlene Khan;https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2022/10/Alarm-Clock-on-Table.jpg;False;@MUO_official;17.285526;45e10414f738cb9cc760ab01fb11fc67
5;Freelance Data Scientist for Data restructure;Relief International;2022-10-07 17:05:37;full;https://reliefweb.int/job/3894096/freelance-data-scientist-data-restructure;reliefweb.int;"Information and Communications Technology Consultancy in UK, requiring 5-9 years of experience, from RI; closing on 7 Jan 2023";"UK + 1 more SCOPE AND NATURE OF THE SERVICES:
The Data Scientist for Data restructure will provide a back-end restructuring of existing data, to allow health teams to preserve current data entry practices, and allow RI global staff to create aggregated data visuals needed for tracking and analysis.
Deliverables:
Develop a back-end automation process to restructure quarterly data entry and combine these data from several Excel files into one useable data set. The freelancer is welcome to propose their own solutions for this.";You should respect the intellectual property rights of the original source. Please contact the source directly if you want to re-use their content.;1994;economics;LR;en;Relief International;https://reliefweb.int/modules/custom/reliefweb_meta/images/default.png;False;@reliefweb;17.026598;5dc7ca90297f7dc43e8303ac7395acee
6;Recent Developments in Mathematical Software part1;Monodeep Mukherjee;2022-10-07 13:03:31;full;https://medium.com/@monocosmo77/recent-developments-in-mathematical-software-part1-e7975df9ce1c;medium.com;1.NCVX: A General-Purpose Optimization Solver for Constrained Machine and Deep Learning (arXiv);Photo by Simon Weisser on Unsplash1.NCVX: A General-Purpose Optimization Solver for Constrained Machine and Deep Learning (arXiv)Author : Buyun Liang, Tim Mitchell, Ju SunAbstract : Imposing explicit constraints is relatively new but increasingly pressing in deep learning, stimu- lated by, e.g., trustworthy AI that performs robust optimization over complicated perturbation sets and scientific applications that need to respect physical laws and constraints. However, it can be hard to reliably solve constrained deep learning problems without optimization expertise.;medium.com;51;entertainment;US;en;Monodeep Mukherjee;https://miro.medium.com/max/1200/1*NxW04vDCuSmJOaRAneHFEA.jpeg;False;@monochelsea12;16.023376;71b292dba43fdf39b600bd5a45e33793
7;John Park's Workshop — LIVE! TODAY 10/6/22 @adafruit @johnedgarpark #adafruit;John Park;2022-10-06 19:43:34;full;https://blog.adafruit.com/2022/10/06/john-parks-workshop-live-today-10-6-22-adafruit-johnedgarpark-adafruit/;adafruit.com;It's JOHN PARK'S WORKSHOP! — LIVE! — Coming up at 4pm ET / 1pm PT Today! LIVE TEXT CHAT IS HERE in the Adafruit Discord chat! Today's project: Ortho Split Case Build Also: Gear Re…;"October 6, 2022 AT 3:43 pm It's JOHN PARK'S WORKSHOP! — LIVE! — Coming up at 4pm ET / 1pm PT Today! LIVE TEXT CHAT IS HERE in the Adafruit Discord chat!Today's project: Ortho Split Case Build
Also:


Gear Report

CircuitPython Parsec
Product Pick Recap
Fresh Discount Code


The live video will be on Youtube LIVE, Twitch, Periscope (Twitter) and Facebook.Join maker John Park in his workshop each week as he builds, demos, hacks, and mods projects live on air! 'John Park's Workshop — LIVE' is the place to see creative projects come to life, as John uses a wide variety of tools and techniques to make everything from mystery boxes to synthesizer controllers to drink robots, using digital fabrication, hand and power tools, microcontrollers, and more.";adafruit.com;2801;business;unknown;en;John Park;https://s0.wp.com/i/blank.jpg;False;@adafruit;15.312689;b24d916e8fbae729c51e236ede9fc11a
8;Here are the 10 most highly rated comedy films on Netflix UK;Graham Falk;2022-10-12 14:52:52;full;https://www.scotsman.com/arts-and-culture/film-and-tv/best-comedies-on-netflix-uk-10-of-the-most-highly-rated-comedy-films-on-netflix-3877373;scotsman.com;If you're needing some light-hearted entertaiment, these 10 films come highly recommend by film review site Rotten Tomatoes.;Maybe Netflix didn't have the start to 2022 they wanted, but they are certainly ending it strongly.It was reported that January marked the first time the platform had lost subscribers in over a decade, but a host of excellent new movies and TV series have seen them storm back to prominence in the streaming world.Amongst those new films added to the streaming service had been a number of classic – and newly released – comedies that will guarantee belly laughs a plenty.So if you're searching for your next Netflix side splitting comedy, these 10 Netflix films are sure to hit the spot.;Copyright 2022, JPIMedia Ltd;1399;news;GB;en;Graham Falk;https://www.scotsman.com/webimg/b25lY21zOjQzMTQ5MzUzLTk3MzAtNDA1OC04ZDNiLWMwOWM0ODQwZDY4NDo2ZmJlYmYyYS00OTdmLTRiYTktYWVlOC1jNGU1ZTgwOGRiNDE=.jpg?width=1200&enable=upscale;False;@TheScotsman;15.132042;401cd0f9eb89bf3ac845c62948b10783
9;Compensating For Your TVs Backlight;Matthew Carlson;2022-10-10 18:30:02;full;https://hackaday.com/2022/10/10/compensating-for-your-tvs-backlight/;hackaday.com;[Pekka Väänänen] has a Panasonic TV with a broken backlight that creates an uneven pink/green color. While it isn't a huge deal for most films, black-and-white films tend to show the most eff…;"[Pekka Väänänen] has a Panasonic TV with a broken backlight that creates an uneven pink/green color. While it isn't a huge deal for most films, black-and-white films tend to show the most effect. So, by modeling the distortion as a function, [Pekka] set out to find an inverse function that corrects the distortion before it gets to the TV.
However, the backlight doesn't emit enough light for some colors, which means the blue and green channels need to be dimmed. As mentioned earlier, the distortion isn't even, so the distortion needs to be captured and then calculated.";hackaday.com;2957;news;US;en;John Little,Matthew Carlson,Rw Ver;https://hackaday.com/wp-content/uploads/2022/10/fourway_comparison.jpg;False;@hackaday;14.554762;150ef6492924d179e15b280fb307d6fe
10;Citrusbug Technolabs and its services;Citrusbug Technolabs;2022-10-12 14:29:33;timezone unknown;https://www.openpr.com/news/2765182/citrusbug-technolabs-and-its-services;openpr.com;Citrusbug Technolabs is a software development company that has nine years of experience in delivering high quality products The vision of Citrusbug Technolabs is to leverage technology for…;"Citrusbug Technolabs and its services

https://citrusbug.com/

Citrusbug Technolabs is a software development company that has nine years of experience in delivering high-quality products. The vision of Citrusbug Technolabs is to leverage technology for sustainable growth and the benefit of human beings through innovation. Our mission is to empower businesses by building simple and scalable solutions.We are trusted by top tech giants like Nestle, Hitachi, SoftBank, Adidas, and a lot more. We have more than 320 clients with a 95 percent customer retention rate.";openpr.com;9387;news;DE;en;Citrusbug Technolabs;https://cdn.openpr.com/V/a/Va12218636_g.jpg;False;;12.849833;ec3082eebcb18879fac010f9a6b1ed55
